Ticket No,Priority,State,Category,Sub Category,Skill Team,Hosting,Create Date,Picked Date,Completed Date,Assignee,Customer Rating,Outcome,Escalated,Reached via
T476,Medium,California,Cyber Consultation,Application Offboarding,Legal,On Prem Server,9/15/2021 18:40,9/16/2021 9:51,9/23/2021 10:17,Bob,Excellent (5),Advised for a risk assessment,,Ticket Portal
T477,High,California,Cyber Consultation,New Application Launch,Legal,On Prem Cloud,9/15/2021 21:28,9/16/2021 17:33,9/21/2021 20:10,Robbin,Unsatisfactory (2),Advised for a risk assessment,Yes,Ticket Portal
T478,Medium,North Carolina,Data Privacy,GDPR,Manufacturing,On Prem Cloud,9/16/2021 12:51,9/16/2021 13:07,9/16/2021 17:55,Cinderalla,Unsatisfactory (2),Resolved,Yes,Ticket Portal
T479,Low,California,Cyber Consultation,BCP/DR,HR,Vendor Cloud,9/16/2021 22:10,9/16/2021 22:10,9/16/2021 22:10,Veronica,Unsatisfactory (2),Recommended Threat Assessment,Yes,Ticket Portal
T48,High,Florida,Cyber Security Breach,Malware Attack,IT,On Prem Cloud,1/31/2021 15:53,1/31/2021 15:56,6/4/2021 12:27,Martina,Excellent (5),Recommended Threat Assessment,,Ticket Portal
T480,Low,Utah,Data Privacy,HIPAA,HR,On Prem Server,9/17/2021 9:59,9/17/2021 10:57,10/20/2021 14:47,Robbin,Unsatisfactory (2),Recommended Threat Assessment,Yes,Ticket Portal
T481,High,Texas,Cyber Security Breach,Firewall,Manufacturing,Vendor Cloud,9/17/2021 13:24,9/17/2021 13:24,9/17/2021 13:24,Veronica,Excellent (5),Resolved,,Ticket Portal
T482,High,Illinois,Cyber Consultation,BCP/DR,Marketing,On Prem Server,9/17/2021 21:45,9/20/2021 9:20,9/23/2021 10:19,Bob,Unsatisfactory (2),Resolved,Yes,Ticket Portal
T483,High,California,Data Leak,Insider Threat,HR,On Prem Cloud,9/17/2021 21:50,9/17/2021 22:03,9/23/2021 18:47,Veronica,Excellent (5),Recommended Threat Assessment,,Ticket Portal
T484,Low,Utah,Cyber Consultation,Network Security,IT,Vendor Cloud,9/20/2021 14:11,9/20/2021 14:50,9/22/2021 16:12,Robbin,Unsatisfactory (2),Advised for a risk assessment,Yes,Mail
T485,Medium,Missouri,Data Privacy,Privacy Assessment,IT,On Prem Cloud,9/20/2021 15:45,9/20/2021 15:47,2/1/2022 12:40,Sebastian,Excellent (5),Recommended Threat Assessment,,Mail
T486,Low,Massachusetts,Data Leak,Insider Threat,Marketing,Vendor Cloud,9/21/2021 7:24,9/21/2021 10:49,10/6/2021 16:21,Bob,Excellent (5),Advised for a risk assessment,,Ticket Portal
T487,Low,Ohio,Data Privacy,GDPR,Finance,On Prem Cloud,9/21/2021 10:42,9/21/2021 18:02,10/25/2021 13:07,Allan,Good (4),Resolved,,Ticket Portal
T488,High,New York,Cyber Security Breach,Firewall,Legal,On Prem Server,9/21/2021 21:05,9/21/2021 21:37,10/25/2021 20:26,Sebastian,Unsatisfactory (2),Resolved,Yes,Ticket Portal
T489,High,Missouri,Data Leak,Phishing,HR,On Prem Server,9/22/2021 11:48,9/22/2021 11:54,9/30/2021 13:01,Robbin,Good (4),Resolved,,Personal Call
T49,High,California,Data Privacy,GDPR,IT,On Prem Server,2/3/2021 22:09,2/3/2021 22:12,2/10/2021 18:32,Martina,Good (4),Resolved,,Personal Call
T490,Medium,Texas,Data Leak,Insider Threat,Finance,On Prem Server,9/22/2021 12:12,9/22/2021 14:48,12/22/2021 23:49,Aleena,Unsatisfactory (2),Recommended Threat Assessment,Yes,Mail
T491,Low,California,Security Gap,Password non-expiry,Finance,On Prem Server,9/22/2021 14:35,9/22/2021 14:38,9/28/2021 11:21,Cinderalla,Excellent (5),Recommended Threat Assessment,,Ticket Portal
T492,Low,New York,Cyber Consultation,New Application Launch,Marketing,Vendor Cloud,9/23/2021 14:09,4/28/2021 22:11,10/14/2021 17:03,Allan,Excellent (5),Recommended Threat Assessment,,Ticket Portal
T493,High,Oklahoma,Cyber Consultation,New Application Launch,HR,On Prem Server,9/23/2021 18:45,9/23/2021 18:49,9/25/2021 0:02,Martina,Unsatisfactory (2),Resolved,Yes,Ticket Portal
T494,Low,Iowa,Data Privacy,Privacy Assessment,Marketing,On Prem Cloud,9/23/2021 21:01,9/23/2021 21:06,11/1/2021 17:32,Martina,Excellent (5),Resolved,,Ticket Portal
T495,Low,District of Columbia,Data Privacy,HIPAA,Finance,On Prem Server,9/23/2021 22:31,9/24/2021 11:04,9/28/2021 15:47,Sebastian,Excellent (5),Resolved,,Ticket Portal
T496,Low,Illinois,Data Privacy,PCI-DSS,HR,On Prem Server,9/23/2021 23:16,9/24/2021 11:55,9/30/2021 19:19,Charles,Unsatisfactory (2),Recommended Threat Assessment,,Mail
T497,High,Arizona,Security Gap,Unauthorized access,Manufacturing,On Prem Cloud,9/24/2021 20:21,9/24/2021 20:27,9/24/2021 20:27,Veronica,Excellent (5),Resolved,,Ticket Portal
T498,High,New York,Cyber Security Breach,Malware Attack,Manufacturing,On Prem Server,9/27/2021 11:29,9/27/2021 12:45,10/1/2021 17:44,Kareema,Satisfactory (3),Resolved,,Mail
T499,High,Virginia,Security Gap,Unauthorized software,HR,On Prem Server,9/28/2021 12:01,9/28/2021 13:14,10/1/2021 8:13,Cinderalla,Excellent (5),Recommended Threat Assessment,,Ticket Portal
T50,High,Arizona,Cyber Security Breach,Malware Attack,Finance,On Prem Cloud,2/4/2021 10:26,2/4/2021 10:27,2/4/2021 11:47,Allan,Unsatisfactory (2),Resolved,Yes,Ticket Portal
T500,Low,California,Security Gap,Obsolete Software,Finance,Vendor Cloud,9/28/2021 18:44,9/29/2021 10:33,10/1/2021 11:17,Charles,Satisfactory (3),Advised for a risk assessment,,Personal Call
T501,Low,Utah,Data Leak,Vishing,IT,On Prem Server,9/28/2021 19:17,9/29/2021 9:41,9/29/2021 16:25,Cinderalla,Excellent (5),Recommended Threat Assessment,,Ticket Portal
T502,High,Delaware,Data Leak,Phishing,IT,On Prem Cloud,9/29/2021 11:51,9/29/2021 17:15,1/12/2022 21:48,Martina,Good (4),Resolved,,Ticket Portal
T503,High,Texas,Data Leak,Insider Threat,Finance,On Prem Cloud,9/29/2021 12:51,9/30/2021 8:19,3/3/2022 16:50,Cinderalla,Satisfactory (3),Resolved,,Ticket Portal
T504,High,New York,Cyber Consultation,BCP/DR,Legal,On Prem Server,9/29/2021 17:55,9/29/2021 20:17,10/25/2021 16:07,Veronica,Excellent (5),Advised for a risk assessment,,Mail
T505,Low,California,Cyber Consultation,BCP/DR,Manufacturing,Vendor Cloud,9/29/2021 19:47,9/29/2021 19:52,10/1/2021 17:00,Charles,Excellent (5),Recommended Threat Assessment,,Ticket Portal
T506,Medium,Georgia,Cyber Consultation,Access Management,HR,Vendor Cloud,9/29/2021 20:50,9/29/2021 20:56,10/7/2021 21:59,Martina,Excellent (5),Resolved,,Ticket Portal
T507,High,Texas,Data Privacy,HIPAA,Finance,On Prem Server,9/30/2021 20:29,9/30/2021 20:30,9/30/2021 20:31,Allan,Unsatisfactory (2),Recommended Threat Assessment,,Ticket Portal
T508,Low,Arizona,Cyber Consultation,Encryption,HR,Vendor Cloud,9/30/2021 20:36,9/30/2021 20:39,9/30/2021 20:40,Allan,Excellent (5),Recommended Threat Assessment,,Ticket Portal
T509,Low,New Jersey,Security Gap,Unauthorized access,Manufacturing,On Prem Server,9/30/2021 20:43,9/30/2021 20:43,9/30/2021 20:44,Allan,Excellent (5),Advised for a risk assessment,,Personal Call
T51,High,Utah,Data Privacy,HIPAA,Legal,On Prem Cloud,2/6/2021 23:44,2/6/2021 23:57,2/10/2021 17:53,Martina,Good (4),Recommended Threat Assessment,,Ticket Portal
T510,Medium,New Jersey,Security Gap,Unauthorized software,Marketing,Vendor Cloud,9/30/2021 20:49,9/30/2021 20:49,9/30/2021 20:51,Allan,Good (4),Advised for a risk assessment,,Ticket Portal
T511,Low,California,Cyber Consultation,Application Offboarding,Finance,On Prem Cloud,9/30/2021 20:54,9/30/2021 20:54,9/30/2021 20:56,Allan,Satisfactory (3),Resolved,,Ticket Portal
T512,High,Indiana,Cyber Security Breach,Malware Attack,Legal,Vendor Cloud,9/30/2021 20:58,9/30/2021 21:09,9/30/2021 21:11,Allan,Unsatisfactory (2),Resolved,,Ticket Portal
T513,High,New Jersey,Data Leak,Phishing,IT,Vendor Cloud,9/30/2021 21:14,9/30/2021 21:14,9/30/2021 21:18,Allan,Excellent (5),Advised for a risk assessment,,Personal Call
T514,High,Pennsylvania,Data Leak,Insider Threat,Marketing,On Prem Cloud,10/1/2021 15:47,10/1/2021 15:48,10/8/2021 9:32,Charles,Excellent (5),Resolved,,Personal Call
T515,Low,Kansas,Data Leak,Phishing,Marketing,On Prem Cloud,10/1/2021 19:27,10/4/2021 10:43,3/17/2022 22:08,Veronica,Excellent (5),Resolved,,Ticket Portal
T516,Low,New York,Data Privacy,Privacy Assessment,Marketing,Vendor Cloud,10/4/2021 16:46,10/4/2021 16:49,10/4/2021 20:36,Sebastian,Unsatisfactory (2),Recommended Threat Assessment,,Ticket Portal
T517,Low,Virginia,Data Privacy,Privacy Assessment,IT,On Prem Cloud,10/5/2021 18:19,10/5/2021 18:21,10/5/2021 18:23,Veronica,Excellent (5),Resolved,,Mail
T518,High,California,Data Privacy,HIPAA,IT,Vendor Cloud,10/5/2021 23:22,10/5/2021 23:23,10/25/2021 16:38,Martina,Good (4),Resolved,,Ticket Portal
T519,High,Pennsylvania,Cyber Security Breach,Firewall,Legal,On Prem Server,10/6/2021 1:22,10/6/2021 10:21,10/26/2021 14:09,Charles,Unsatisfactory (2),Advised for a risk assessment,,Ticket Portal
T52,High,Missouri,Data Privacy,GDPR,Manufacturing,On Prem Server,2/6/2021 23:44,2/6/2021 23:57,2/10/2021 17:53,Martina,Excellent (5),Advised for a risk assessment,,Ticket Portal
T520,Low,California,Data Privacy,HIPAA,Finance,On Prem Cloud,10/6/2021 2:23,10/6/2021 11:39,10/6/2021 11:39,Cinderalla,Excellent (5),Resolved,,Ticket Portal
T521,Low,Colorado,Data Leak,Vishing,Manufacturing,Vendor Cloud,10/6/2021 18:36,10/6/2021 18:40,10/8/2021 11:59,Sean,Excellent (5),Recommended Threat Assessment,,Personal Call
T522,Medium,Arizona,Data Leak,Insider Threat,HR,On Prem Cloud,10/7/2021 19:27,10/7/2021 20:04,10/19/2021 19:36,Cinderalla,Good (4),Resolved,,Personal Call
T523,Medium,California,Data Leak,Phishing,Marketing,On Prem Server,10/7/2021 23:39,10/7/2021 23:43,10/13/2021 20:31,Martina,Satisfactory (3),Resolved,,Mail
T524,High,Colorado,Security Gap,Password non-expiry,IT,On Prem Cloud,10/11/2021 21:12,10/11/2021 21:17,10/25/2021 17:25,Martina,Good (4),Recommended Threat Assessment,,Ticket Portal
T525,High,Texas,Cyber Security Breach,Firewall,IT,On Prem Server,10/12/2021 18:58,10/12/2021 20:25,11/19/2021 11:08,Robbin,Excellent (5),Resolved,,Ticket Portal
T526,High,Colorado,Security Gap,Unauthorized access,Legal,Vendor Cloud,10/13/2021 6:08,10/13/2021 10:00,10/13/2021 10:00,Veronica,Good (4),Resolved,,Ticket Portal
T527,High,Maryland,Cyber Security Breach,Firewall,Finance,On Prem Server,10/13/2021 18:12,10/13/2021 18:56,10/13/2021 18:56,Sean,Satisfactory (3),Advised for a risk assessment,,Ticket Portal
T528,Low,New York,Data Privacy,Privacy Assessment,HR,Vendor Cloud,10/13/2021 20:06,10/14/2021 2:00,11/1/2021 22:11,Martina,Excellent (5),Resolved,,Personal Call
T529,High,Virginia,Data Privacy,GDPR,IT,On Prem Cloud,10/14/2021 15:06,10/14/2021 16:57,2/28/2022 15:32,Veronica,Excellent (5),Resolved,,Ticket Portal
T53,Medium,California,Security Gap,Obsolete Software,Marketing,Vendor Cloud,2/7/2021 14:38,2/7/2021 14:41,9/3/2021 17:36,Kareema,Satisfactory (3),Resolved,,Ticket Portal
T530,Low,Arizona,Security Gap,Password non-expiry,IT,On Prem Server,10/14/2021 19:27,10/14/2021 19:30,10/27/2021 20:11,Martina,Satisfactory (3),Advised for a risk assessment,,Ticket Portal
T531,Low,Iowa,Cyber Consultation,New Application Launch,Finance,On Prem Server,10/14/2021 21:36,10/15/2021 13:40,10/22/2021 17:29,Sylviya,Unsatisfactory (2),Advised for a risk assessment,,Ticket Portal
T532,High,Georgia,Cyber Consultation,Application Offboarding,Legal,On Prem Server,10/15/2021 22:01,10/18/2021 10:05,10/26/2021 14:13,Charles,Excellent (5),Advised for a risk assessment,,Ticket Portal
T533,High,Michigan,Cyber Security Breach,Firewall,IT,Vendor Cloud,10/18/2021 18:36,10/18/2021 19:16,10/26/2021 20:39,Sean,Good (4),Resolved,,Ticket Portal
T534,Low,Colorado,Data Privacy,HIPAA,IT,On Prem Server,10/18/2021 19:02,10/18/2021 19:45,10/21/2021 18:01,Martina,Good (4),Resolved,,Ticket Portal
T535,High,Texas,Data Privacy,GDPR,HR,On Prem Cloud,10/18/2021 23:45,10/20/2021 10:13,10/26/2021 14:16,Charles,Unsatisfactory (2),Recommended Threat Assessment,,Ticket Portal
T536,High,Indiana,Cyber Consultation,Application Offboarding,IT,On Prem Cloud,10/19/2021 22:14,10/19/2021 22:58,10/19/2021 23:05,Martina,Good (4),Resolved,,Ticket Portal
T537,Medium,Texas,Data Leak,Insider Threat,IT,Vendor Cloud,10/19/2021 23:28,10/20/2021 16:52,10/25/2021 18:03,Aleena,Excellent (5),Resolved,,Personal Call
T538,Low,New York,Data Leak,Vishing,Manufacturing,On Prem Cloud,10/20/2021 17:39,10/20/2021 17:39,10/22/2021 15:37,Veronica,Excellent (5),Recommended Threat Assessment,,Ticket Portal
T539,Medium,California,Data Privacy,Privacy Assessment,IT,On Prem Cloud,10/20/2021 19:32,10/20/2021 19:39,10/21/2021 16:28,Martina,Good (4),Resolved,,Ticket Portal
T54,High,Michigan,Data Leak,Insider Threat,IT,Vendor Cloud,2/7/2021 20:22,2/7/2021 20:23,2/11/2021 17:45,Veronica,Good (4),Resolved,,Personal Call
T540,High,Alabama,Cyber Security Breach,Spyware,Legal,On Prem Cloud,10/22/2021 20:24,10/22/2021 20:59,10/25/2021 20:00,Martina,Good (4),Advised for a risk assessment,,Personal Call
T541,Medium,South Carolina,Cyber Consultation,New Application Launch,Finance,On Prem Server,10/22/2021 20:38,10/22/2021 21:03,10/25/2021 18:14,Martina,Unsatisfactory (2),Resolved,,Mail
T542,Medium,Massachusetts,Cyber Consultation,Network Security,HR,On Prem Server,10/25/2021 10:59,9/16/2021 22:10,10/25/2021 11:13,Veronica,Good (4),Recommended Threat Assessment,,Ticket Portal
T543,Medium,Tennessee,Data Leak,Phishing,IT,Vendor Cloud,10/26/2021 12:40,10/26/2021 13:37,11/3/2021 19:00,Benny,Excellent (5),Resolved,,Ticket Portal
T544,High,Florida,Data Leak,Insider Threat,Marketing,On Prem Server,10/26/2021 13:28,10/26/2021 15:16,10/26/2021 15:21,Veronica,Excellent (5),Advised for a risk assessment,,Ticket Portal
T545,High,Missouri,Data Leak,Insider Threat,Finance,Vendor Cloud,10/26/2021 18:16,10/26/2021 18:17,11/10/2021 19:04,Robbin,Excellent (5),Advised for a risk assessment,,Ticket Portal
T546,Low,Virginia,Data Privacy,PCI-DSS,IT,Vendor Cloud,10/27/2021 11:38,10/27/2021 11:39,11/10/2021 11:18,Veronica,Excellent (5),Advised for a risk assessment,,Ticket Portal
T547,High,Texas,Cyber Security Breach,Malware Attack,HR,Vendor Cloud,10/27/2021 17:17,10/27/2021 17:17,11/5/2021 12:27,Robbin,Excellent (5),Resolved,,Mail
T548,High,Ohio,Data Leak,Phishing,IT,On Prem Server,10/28/2021 3:12,10/28/2021 9:42,11/5/2021 17:39,Sean,Unsatisfactory (2),Resolved,,Ticket Portal
T549,High,Michigan,Data Privacy,PCI-DSS,Legal,On Prem Cloud,10/28/2021 19:24,10/29/2021 16:35,11/8/2021 16:56,Charlotte,Good (4),Recommended Threat Assessment,,Ticket Portal
T55,Medium,Oregon,Data Privacy,GDPR,HR,Vendor Cloud,2/11/2021 12:15,2/11/2021 12:16,2/13/2021 22:08,Charlotte,Excellent (5),Resolved,,Ticket Portal
T550,High,New York,Data Privacy,Privacy Assessment,HR,On Prem Cloud,10/28/2021 20:24,10/28/2021 20:25,10/28/2021 20:26,Veronica,Satisfactory (3),Advised for a risk assessment,,Ticket Portal
T551,High,California,Data Leak,Insider Threat,HR,On Prem Server,10/29/2021 16:12,7/28/2021 23:43,11/3/2021 12:06,Charles,Unsatisfactory (2),Resolved,,Ticket Portal
T552,Medium,Wisconsin,Data Leak,Vishing,HR,On Prem Server,11/1/2021 13:15,11/1/2021 13:17,11/5/2021 12:29,Robbin,Good (4),Recommended Threat Assessment,,Ticket Portal
T553,High,Massachusetts,Data Leak,Insider Threat,Legal,On Prem Server,11/2/2021 1:41,11/2/2021 1:43,12/21/2021 18:52,Martina,Unsatisfactory (2),Resolved,,Ticket Portal
T554,Low,Florida,Data Privacy,HIPAA,Legal,On Prem Server,11/2/2021 2:51,11/2/2021 17:36,11/9/2021 14:37,Michael,Excellent (5),Recommended Threat Assessment,,Mail
T555,High,Florida,Cyber Consultation,Secure Development,Finance,On Prem Server,11/2/2021 10:45,11/2/2021 17:37,11/11/2021 11:45,Sean,Good (4),Advised for a risk assessment,,Mail
T556,High,California,Data Privacy,GDPR,Legal,On Prem Server,11/2/2021 21:36,11/2/2021 21:37,11/2/2021 21:37,Sylviya,Unsatisfactory (2),Advised for a risk assessment,,Ticket Portal
T557,High,New Jersey,Security Gap,Unauthorized access,Marketing,Vendor Cloud,11/3/2021 18:48,11/3/2021 20:07,11/26/2021 16:38,Allan,Excellent (5),Resolved,,Ticket Portal
T558,Low,New York,Cyber Consultation,Third Party Engagement,Manufacturing,On Prem Cloud,11/5/2021 23:05,11/6/2021 0:35,11/18/2021 22:52,Martina,Excellent (5),Advised for a risk assessment,,Ticket Portal
T559,High,Massachusetts,Data Privacy,GDPR,IT,On Prem Cloud,11/8/2021 19:59,11/8/2021 21:23,11/22/2021 11:36,Bob,Good (4),Recommended Threat Assessment,,Ticket Portal
T56,Medium,Colorado,Cyber Consultation,Segregation of Duties,Finance,On Prem Cloud,2/11/2021 18:15,2/11/2021 18:15,2/13/2021 11:10,Benny,Good (4),Advised for a risk assessment,,Ticket Portal
T560,High,California,Data Privacy,PCI-DSS,Legal,On Prem Cloud,11/9/2021 0:13,11/9/2021 0:23,11/12/2021 17:47,Martina,Excellent (5),Resolved,,Ticket Portal
T561,Medium,Missouri,Cyber Consultation,Database Security,Legal,On Prem Server,11/9/2021 1:12,11/9/2021 14:29,11/17/2021 20:13,Sean,Unsatisfactory (2),Advised for a risk assessment,,Ticket Portal
T562,Medium,California,Data Privacy,GDPR,IT,Vendor Cloud,11/9/2021 18:17,11/9/2021 18:20,11/29/2021 11:01,Kareema,Excellent (5),Advised for a risk assessment,,Ticket Portal
T563,High,California,Data Leak,Insider Threat,IT,On Prem Cloud,11/9/2021 19:19,11/9/2021 19:22,12/21/2021 18:56,Martina,Unsatisfactory (2),Recommended Threat Assessment,,Ticket Portal
T564,High,Arizona,Cyber Security Breach,Malware Attack,Finance,On Prem Server,11/10/2021 18:51,11/10/2021 18:51,11/10/2021 18:54,Robbin,Excellent (5),Recommended Threat Assessment,,Ticket Portal
T565,Medium,Oregon,Data Leak,Insider Threat,Finance,On Prem Cloud,11/11/2021 4:19,11/11/2021 17:31,11/11/2021 17:31,Sylviya,Excellent (5),Resolved,,Ticket Portal
T566,High,North Carolina,Cyber Security Breach,Firewall,IT,On Prem Server,11/15/2021 19:15,11/15/2021 19:27,11/15/2021 19:27,Martina,Excellent (5),Recommended Threat Assessment,,Personal Call
T567,High,Maryland,Data Leak,Insider Threat,Manufacturing,On Prem Server,11/16/2021 17:14,11/16/2021 18:19,12/3/2021 16:52,Michael,Excellent (5),Resolved,,Ticket Portal
T568,Low,Florida,Cyber Consultation,New Application Launch,Finance,On Prem Cloud,11/16/2021 20:20,11/17/2021 10:17,11/25/2021 10:30,Cinderalla,Satisfactory (3),Advised for a risk assessment,,Ticket Portal
T569,High,Indiana,Cyber Security Breach,Spyware,Marketing,On Prem Cloud,11/17/2021 2:08,11/17/2021 2:12,11/18/2021 22:53,Martina,Good (4),Resolved,,Ticket Portal
T57,Medium,District of Columbia,Cyber Consultation,Segregation of Duties,IT,On Prem Server,2/11/2021 23:36,2/12/2021 1:18,2/17/2021 21:45,Martina,Good (4),Recommended Threat Assessment,,Ticket Portal
T570,High,Georgia,Data Privacy,Privacy Assessment,Finance,On Prem Server,11/17/2021 18:04,11/17/2021 18:11,11/19/2021 9:47,Charles,Unsatisfactory (2),Resolved,,Ticket Portal
T571,Medium,Kansas,Data Privacy,HIPAA,Finance,Vendor Cloud,11/17/2021 19:16,11/17/2021 19:29,11/25/2021 14:18,Sylviya,Excellent (5),Advised for a risk assessment,,Mail
T572,Low,Ohio,Data Privacy,PCI-DSS,IT,On Prem Server,11/18/2021 11:19,11/18/2021 11:20,11/18/2021 11:21,Robbin,Good (4),Resolved,,Ticket Portal
T573,Low,California,Data Leak,Vishing,Marketing,On Prem Server,11/18/2021 11:23,11/18/2021 11:24,1/6/2022 17:54,Robbin,Good (4),Resolved,,Ticket Portal
T574,Low,Illinois,Cyber Consultation,BCP/DR,Finance,On Prem Cloud,11/18/2021 14:30,11/19/2021 11:40,11/25/2021 18:30,Charles,Unsatisfactory (2),Advised for a risk assessment,,Ticket Portal
T575,Low,Texas,Cyber Consultation,New Application Launch,Manufacturing,On Prem Server,11/18/2021 15:07,11/18/2021 15:12,11/25/2021 16:27,Bob,Excellent (5),Recommended Threat Assessment,,Ticket Portal
T576,Low,Colorado,Security Gap,Obsolete Software,IT,On Prem Cloud,11/19/2021 11:22,11/19/2021 11:22,11/19/2021 11:24,Charles,Satisfactory (3),Resolved,,Personal Call
T577,High,Virginia,Data Leak,Insider Threat,Finance,On Prem Server,11/19/2021 11:27,11/19/2021 11:27,11/19/2021 11:29,Charles,Excellent (5),Resolved,,Ticket Portal
T578,Medium,Ohio,Data Privacy,Privacy Assessment,HR,On Prem Server,11/19/2021 11:33,11/19/2021 11:33,11/19/2021 11:34,Charles,Excellent (5),Resolved,,Ticket Portal
T579,Medium,New Jersey,Data Leak,Insider Threat,Finance,On Prem Server,11/19/2021 11:37,11/19/2021 11:38,11/19/2021 11:38,Charles,Satisfactory (3),Resolved,,Mail
T58,High,Mississippi,Security Gap,Unauthorized access,Manufacturing,Vendor Cloud,2/12/2021 17:45,2/12/2021 17:46,2/13/2021 11:45,Kareema,Excellent (5),Advised for a risk assessment,,Ticket Portal
T580,High,Pennsylvania,Data Privacy,Privacy Assessment,Finance,Vendor Cloud,11/22/2021 13:39,11/22/2021 13:41,12/15/2021 11:02,Sebastian,Excellent (5),Advised for a risk assessment,,Ticket Portal
T581,High,Utah,Cyber Security Breach,Trojan Attack,IT,Vendor Cloud,11/22/2021 15:18,11/22/2021 15:18,11/23/2021 11:24,Charlotte,Satisfactory (3),Advised for a risk assessment,,Ticket Portal
T582,High,Florida,Data Leak,Phishing,IT,On Prem Server,11/22/2021 23:08,11/22/2021 23:56,12/21/2021 18:50,Martina,Good (4),Advised for a risk assessment,,Mail
T583,High,California,Data Leak,Phishing,IT,On Prem Server,11/23/2021 10:16,11/23/2021 10:17,11/23/2021 14:48,Veronica,Unsatisfactory (2),Advised for a risk assessment,,Ticket Portal
T584,Medium,California,Data Privacy,PCI-DSS,Legal,On Prem Cloud,11/23/2021 17:20,11/24/2021 11:30,12/3/2021 10:29,Bob,Excellent (5),Resolved,,Ticket Portal
T585,High,Virginia,Cyber Security Breach,Firewall,IT,Vendor Cloud,11/23/2021 21:07,11/23/2021 21:14,11/24/2021 18:02,Sylviya,Excellent (5),Resolved,,Ticket Portal
T586,Low,Massachusetts,Data Privacy,GDPR,Finance,On Prem Cloud,11/23/2021 22:42,11/23/2021 22:56,11/29/2021 23:41,Martina,Unsatisfactory (2),Resolved,,Ticket Portal
T587,High,California,Data Privacy,PCI-DSS,HR,On Prem Server,11/24/2021 11:23,11/24/2021 11:24,11/24/2021 11:25,Robbin,Good (4),Resolved,,Ticket Portal
T588,Low,New York,Data Leak,Vishing,Finance,Vendor Cloud,11/25/2021 23:54,11/26/2021 9:36,12/7/2021 8:13,Cinderalla,Excellent (5),Advised for a risk assessment,,Ticket Portal
T589,High,New York,Cyber Security Breach,Trojan Attack,Marketing,On Prem Cloud,11/29/2021 12:15,11/29/2021 12:16,11/29/2021 12:18,Allan,Excellent (5),Advised for a risk assessment,,Ticket Portal
T59,Low,Illinois,Data Leak,Vishing,HR,On Prem Server,2/13/2021 10:30,2/13/2021 10:40,2/13/2021 19:16,Benny,Excellent (5),Resolved,,Ticket Portal
T590,High,Florida,Cyber Consultation,Database Security,Marketing,On Prem Server,11/29/2021 12:44,11/29/2021 12:44,11/29/2021 12:48,Allan,Unsatisfactory (2),Resolved,,Ticket Portal
T591,Medium,California,Data Privacy,PCI-DSS,Marketing,Vendor Cloud,11/29/2021 12:51,11/29/2021 12:51,11/29/2021 12:53,Allan,Excellent (5),Resolved,,Mail
T592,Low,Illinois,Cyber Consultation,Access Management,Manufacturing,Vendor Cloud,11/29/2021 12:56,11/29/2021 12:57,11/29/2021 13:03,Allan,Good (4),Recommended Threat Assessment,,Ticket Portal
T593,Low,Pennsylvania,Data Leak,Phishing,IT,Vendor Cloud,11/29/2021 13:07,11/29/2021 13:10,11/29/2021 13:10,Allan,Excellent (5),Resolved,,Personal Call
T594,High,New York,Cyber Security Breach,Firewall,IT,Vendor Cloud,11/29/2021 13:17,11/29/2021 13:19,11/29/2021 13:32,Allan,Satisfactory (3),Resolved,,Mail
T595,High,Illinois,Cyber Security Breach,Firewall,HR,On Prem Cloud,11/29/2021 16:58,11/29/2021 17:03,12/2/2021 17:47,Cinderalla,Excellent (5),Advised for a risk assessment,,Ticket Portal
T596,Low,Michigan,Data Leak,Phishing,Finance,On Prem Server,11/30/2021 21:03,12/1/2021 9:44,12/2/2021 18:06,Cinderalla,Good (4),Recommended Threat Assessment,,Ticket Portal
T597,High,California,Cyber Security Breach,Firewall,HR,Vendor Cloud,12/2/2021 9:19,12/3/2021 14:39,12/9/2021 11:52,Bob,Excellent (5),Resolved,,Ticket Portal
T598,Low,New York,Data Privacy,Privacy Assessment,Finance,On Prem Cloud,12/2/2021 12:46,12/2/2021 12:47,12/2/2021 12:48,Robbin,Excellent (5),Resolved,,Ticket Portal
T599,High,Virginia,Data Privacy,HIPAA,HR,On Prem Server,12/2/2021 12:49,12/2/2021 12:50,12/2/2021 12:53,Robbin,Unsatisfactory (2),Recommended Threat Assessment,,Ticket Portal
T60,Low,Massachusetts,Data Privacy,Privacy Assessment,IT,On Prem Cloud,2/14/2021 13:09,2/14/2021 16:35,2/18/2021 17:02,Martina,Excellent (5),Advised for a risk assessment,,Mail
T600,Low,Florida,Data Privacy,PCI-DSS,Finance,On Prem Server,12/2/2021 20:54,12/2/2021 22:16,12/3/2021 20:00,Martina,Unsatisfactory (2),Recommended Threat Assessment,,Ticket Portal
T601,Medium,Massachusetts,Cyber Consultation,Application Offboarding,HR,On Prem Server,12/2/2021 23:17,12/3/2021 9:40,12/7/2021 18:18,Cinderalla,Excellent (5),Resolved,,Ticket Portal
T602,Medium,Georgia,Cyber Consultation,Access Management,IT,On Prem Cloud,12/3/2021 13:06,12/3/2021 13:15,12/9/2021 9:23,Cinderalla,Excellent (5),Resolved,,Mail
T603,Low,Oregon,Security Gap,Unauthorized software,IT,On Prem Cloud,12/3/2021 19:40,12/3/2021 21:14,12/3/2021 21:34,Charlotte,Excellent (5),Advised for a risk assessment,,Ticket Portal
